,endTime,artistName,trackName,year,month,seconds_played,minutes_played
1012,2021-04-07 16:12:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,4,716.413,11.940216666666666
1015,2021-04-07 16:41:00-03:00,The Temptations,Shakey Ground,2021,4,185.03,3.083833333333333
1016,2021-04-07 16:45:00-03:00,Dire Straits,Six Blade Knife,2021,4,252.0,4.2
1017,2021-04-07 16:50:00-03:00,Dire Straits,Lions,2021,4,303.893,5.0648833333333325
1018,2021-04-07 16:56:00-03:00,Galactic,Church,2021,4,353.973,5.8995500000000005
1019,2021-04-07 17:02:00-03:00,Galactic,Something's Wrong With This Picture,2021,4,355.506,5.9251
1020,2021-04-07 17:05:00-03:00,Little Feat,Skin It Back,2021,4,148.826,2.480433333333333
1021,2021-04-07 17:10:00-03:00,Merl Saunders & Friends,After Midnight,2021,4,301.4,5.0233333333333325
1022,2021-04-07 17:14:00-03:00,Pimps of Joytime,Mud featuring Ivan Neville,2021,4,260.173,4.336216666666667
1023,2021-04-07 17:18:00-03:00,Vulfpeck,Cory Wong,2021,4,246.91,4.115166666666666
1025,2021-04-07 18:23:00-03:00,The New Mastersounds,102%,2021,4,203.457,3.3909499999999997
1026,2021-04-07 22:49:00-03:00,Average White Band,Pick up the Pieces,2021,4,180.472,3.0078666666666667
1029,2021-04-08 11:00:00-03:00,Kevin Morby,Beautiful Strangers,2021,4,31.09,0.5181666666666667
1038,2021-04-08 11:00:00-03:00,Kevin Morby,City Music,2021,4,401.22,6.687
1043,2021-04-08 11:14:00-03:00,Tame Impala,Feels Like We Only Go Backwards,2021,4,192.96,3.216
1045,2021-04-08 11:48:00-03:00,MGMT,Electric Feel,2021,4,224.223,3.7370500000000004
1047,2021-04-08 11:52:00-03:00,RALPH TV,Shake This Feelin',2021,4,233.0,3.8833333333333333
1048,2021-04-08 11:54:00-03:00,HOMESHAKE,Give It to Me,2021,4,143.47,2.3911666666666664
1049,2021-04-08 11:58:00-03:00,Craft Spells,After the Moment,2021,4,240.608,4.010133333333333
1058,2021-04-08 16:25:00-03:00,Pink Floyd,"Another Brick in the Wall, Pt. 1",2021,4,60.319,1.0053166666666666
1067,2021-04-08 16:32:00-03:00,Budakid,No Human Is Illegal,2021,4,220.28,3.6713333333333336
1070,2021-04-08 16:53:00-03:00,Weast,Cocola,2021,4,326.96,5.449333333333333
1072,2021-04-08 17:06:00-03:00,DJ BORING,Winona,2021,4,511.031,8.517183333333334
1073,2021-04-08 18:50:00-03:00,Fouk,Heavy on the Bacon,2021,4,262.518,4.375299999999999
1077,2021-04-09 10:46:00-03:00,The Doors,Riders on the Storm,2021,4,434.72,7.245333333333334
1082,2021-04-09 11:06:00-03:00,Rush,The Spirit Of Radio,2021,4,296.466,4.9411000000000005
1084,2021-04-09 11:08:00-03:00,Rush,Fly By Night,2021,4,73.66,1.2276666666666667
1086,2021-04-09 11:09:00-03:00,Rush,YYZ,2021,4,75.27,1.2545
1088,2021-04-09 11:13:00-03:00,Soda Stereo,Pic Nic En El 4° B - Remasterizado 2007,2021,4,220.24,3.670666666666667
1089,2021-04-09 11:19:00-03:00,Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,2021,4,346.053,5.76755
1093,2021-04-09 11:22:00-03:00,Soda Stereo,Lo Que Sangra (La Cúpula) - Remasterizado 2007,2021,4,177.896,2.964933333333333
1094,2021-04-09 15:07:00-03:00,Soda Stereo,Corazón Delator - Remasterizado 2007,2021,4,104.65,1.7441666666666669
1095,2021-04-09 15:15:00-03:00,Soda Stereo,Sobredosis de T.V. - Remasterizado 2007,2021,4,249.053,4.150883333333334
1096,2021-04-09 15:19:00-03:00,Soda Stereo,Trátame Suavemente - Remasterizado 2007,2021,4,200.8,3.3466666666666667
1097,2021-04-09 15:22:00-03:00,Soda Stereo,Juegos De Seducción - Remasterizado 2007,2021,4,197.693,3.2948833333333334
1098,2021-04-09 15:26:00-03:00,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,2021,4,229.16,3.8193333333333332
1100,2021-04-09 15:36:00-03:00,Soda Stereo,Signos - Remasterizado 2007,2021,4,314.333,5.238883333333334
1101,2021-04-09 15:41:00-03:00,Soda Stereo,Persiana Americana - Remasterizado 2007,2021,4,292.266,4.8711
1102,2021-04-09 15:46:00-03:00,Soda Stereo,Prófugos - Remasterizado 2007,2021,4,317.613,5.29355
1104,2021-04-09 15:55:00-03:00,Soda Stereo,Corazón Delator - Remasterizado 2007,2021,4,312.026,5.200433333333334
1106,2021-04-09 16:34:00-03:00,Soda Stereo,De Música Ligera - Remasterizado 2007,2021,4,203.13,3.3855
1115,2021-04-09 18:15:00-03:00,Soda Stereo,Por Qué No Puedo Ser Del Jet Set?,2021,4,140.066,2.3344333333333336
1116,2021-04-09 18:19:00-03:00,Soda Stereo,Dietético,2021,4,226.44,3.774
1117,2021-04-09 18:22:00-03:00,Soda Stereo,Un Misil en Mi Placard,2021,4,185.053,3.084216666666667
1130,2021-04-10 21:21:00-03:00,Tom Misch,South of the River,2021,4,216.625,3.6104166666666666
1131,2021-04-10 21:25:00-03:00,Vulfpeck,Disco Ulysses (Instrumental),2021,4,231.084,3.8514
1135,2021-04-10 21:29:00-03:00,Stevie Wonder,I Wish,2021,4,252.373,4.206216666666666
1137,2021-04-10 21:35:00-03:00,Cory Wong,Roll Over,2021,4,246.757,4.112616666666667
1138,2021-04-10 21:40:00-03:00,Stevie Wonder,Superstition - Single Version,2021,4,245.493,4.09155
1139,2021-04-10 21:59:00-03:00,Jaco Pastorius,"Come On, Come Over",2021,4,99.123,1.65205
1145,2021-04-11 11:40:00-03:00,Herbie Hancock,Doin' It,2021,4,482.72,8.045333333333334
1148,2021-04-11 17:03:00-03:00,Pimps of Joytime,Mud featuring Ivan Neville,2021,4,260.173,4.336216666666667
1150,2021-04-11 17:08:00-03:00,Pimps of Joytime,Janxta Funk!,2021,4,239.447,3.9907833333333333
1157,2021-04-11 17:09:00-03:00,"Earth, Wind & Fire",September,2021,4,43.62,0.727
1163,2021-04-12 10:53:00-03:00,The Dance Queen Group,Funky Town,2021,4,59.63,0.9938333333333333
1165,2021-04-12 11:05:00-03:00,The Dance Queen Group,Funky Town,2021,4,236.34,3.939
1166,2021-04-12 11:09:00-03:00,Doctorfunk,Can't Fight The Funk,2021,4,241.706,4.028433333333333
1168,2021-04-12 11:12:00-03:00,Doctorfunk,Gotta Get Funky,2021,4,215.586,3.5931
1171,2021-04-12 11:48:00-03:00,Galactic,Church,2021,4,353.973,5.8995500000000005
1172,2021-04-12 11:56:00-03:00,Galactic,Something's Wrong With This Picture,2021,4,355.506,5.9251
1173,2021-04-12 11:59:00-03:00,Galactic,Stax Jam,2021,4,190.96,3.182666666666667
1177,2021-04-12 14:32:00-03:00,Hector Gachan,Untitled '91,2021,4,244.0,4.066666666666666
1178,2021-04-12 14:33:00-03:00,Kevin Morby,City Music,2021,4,56.0,0.9333333333333333
1184,2021-04-12 17:02:00-03:00,Kid Bloom,Electric U,2021,4,128.57,2.1428333333333334
1186,2021-04-12 17:06:00-03:00,RALPH TV,Shake This Feelin',2021,4,233.0,3.8833333333333333
1187,2021-04-12 17:09:00-03:00,HOMESHAKE,Give It to Me,2021,4,188.971,3.1495166666666665
1188,2021-04-12 17:13:00-03:00,Craft Spells,After the Moment,2021,4,240.608,4.010133333333333
1189,2021-04-12 17:15:00-03:00,potsu,i'm closing my eyes,2021,4,118.302,1.9717
1190,2021-04-12 17:18:00-03:00,Hector Gachan,Easy,2021,4,177.404,2.956733333333333
1204,2021-04-13 15:41:00-03:00,Crumb,Plants,2021,4,191.904,3.1984
1205,2021-04-13 15:45:00-03:00,Men I Trust,Lauren,2021,4,218.21,3.6368333333333336
1206,2021-04-13 15:46:00-03:00,Loving,"A Long Slow Little Wave / Citizen, an Activity",2021,4,64.174,1.0695666666666668
1208,2021-04-13 15:49:00-03:00,Sports,Panama,2021,4,198.546,3.3091
1209,2021-04-13 15:53:00-03:00,Men I Trust,Show Me How,2021,4,215.11,3.585166666666667
1210,2021-04-13 15:55:00-03:00,Crumb,Recently Played,2021,4,120.454,2.0075666666666665
1212,2021-04-13 15:58:00-03:00,Thundercat,Them Changes,2021,4,188.453,3.1408833333333335
1213,2021-04-13 16:01:00-03:00,RALPH TV,Taxi Boy,2021,4,189.333,3.15555
1214,2021-04-13 16:29:00-03:00,Datarock,Amarillion,2021,4,71.052,1.1842000000000001
1216,2021-04-13 16:36:00-03:00,Crystal Castles,Vanished,2021,4,242.96,4.049333333333333
1223,2021-04-13 16:46:00-03:00,Crystal Castles,Magic Spells,2021,4,366.866,6.114433333333333
1237,2021-04-13 17:17:00-03:00,Daft Punk,Around the World,2021,4,429.533,7.158883333333334
1239,2021-04-13 17:29:00-03:00,Daft Punk,Da Funk,2021,4,328.68,5.478
1240,2021-04-13 17:42:00-03:00,Daft Punk,Robot Rock,2021,4,287.72,4.795333333333334
1241,2021-04-13 17:46:00-03:00,Daft Punk,Revolution 909,2021,4,257.753,4.295883333333333
1242,2021-04-13 17:54:00-03:00,Daft Punk,Television Rules the Nation,2021,4,287.84,4.797333333333333
1243,2021-04-13 17:57:00-03:00,Daft Punk,Technologic,2021,4,180.5,3.0083333333333333
1244,2021-04-13 18:07:00-03:00,Karmon,Solarbeam - Original Mix,2021,4,34.21,0.5701666666666667
1245,2021-04-13 18:09:00-03:00,LeviathanJPTV,Chug Jug With You (Number One Victory Royale),2021,4,40.8,0.6799999999999999
1246,2021-04-13 18:13:00-03:00,The Dance Queen Group,Funky Town,2021,4,237.72,3.962
1248,2021-04-13 18:39:00-03:00,Depeche Mode,Enjoy the Silence,2021,4,255.133,4.2522166666666665
1249,2021-04-13 18:59:00-03:00,Depeche Mode,Personal Jesus - Single Version,2021,4,121.626,2.0271
1251,2021-04-14 10:34:00-03:00,Depeche Mode,Precious,2021,4,250.16,4.169333333333333
1252,2021-04-14 10:38:00-03:00,The Cure,Lullaby - Remastered,2021,4,248.186,4.136433333333334
1256,2021-04-14 10:43:00-03:00,Tears For Fears,Everybody Wants To Rule The World,2021,4,251.488,4.191466666666667
1257,2021-04-14 11:29:00-03:00,Whitesnake,Is This Love - 2017 Remaster,2021,4,244.741,4.079016666666667
1258,2021-04-14 11:34:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,4,257.315,4.288583333333333
1259,2021-04-14 11:40:00-03:00,Tears For Fears,Shout,2021,4,393.666,6.5611
1260,2021-04-14 11:45:00-03:00,Depeche Mode,Never Let Me Down Again,2021,4,287.84,4.797333333333333
1261,2021-04-14 11:50:00-03:00,Depeche Mode,Policy of Truth,2021,4,293.986,4.899766666666666
1262,2021-04-14 11:54:00-03:00,Depeche Mode,Strangelove,2021,4,225.88,3.7646666666666664
1263,2021-04-14 13:00:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,518.997,8.649949999999999
1264,2021-04-14 16:46:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,4,84.803,1.4133833333333332
1265,2021-04-14 16:48:00-03:00,Air Supply,All Out of Love,2021,4,112.52,1.8753333333333333
1281,2021-04-14 16:52:00-03:00,Cutting Crew,(I Just) Died In Your Arms,2021,4,46.39,0.7731666666666667
1291,2021-04-14 17:21:00-03:00,Europe,Heart of Stone,2021,4,96.46,1.6076666666666666
1303,2021-04-14 17:32:00-03:00,Talking Heads,Girlfriend Is Better - 2005 Remaster,2021,4,30.36,0.506
1308,2021-04-14 17:38:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,293.25,4.8875
1309,2021-04-14 17:42:00-03:00,Tears For Fears,Everybody Wants To Rule The World,2021,4,251.488,4.191466666666667
1316,2021-04-14 19:32:00-03:00,Lipps Inc.,Funkytown - Single Version,2021,4,230.54,3.8423333333333334
1319,2021-04-15 10:53:00-03:00,Depeche Mode,Policy of Truth,2021,4,232.42,3.8736666666666664
1321,2021-04-15 10:58:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,296.146,4.935766666666667
1322,2021-04-15 11:51:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,4,257.315,4.288583333333333
1323,2021-04-15 11:55:00-03:00,Tears For Fears,Everybody Wants To Rule The World,2021,4,251.488,4.191466666666667
1327,2021-04-15 11:56:00-03:00,Depeche Mode,Never Let Me Down Again,2021,4,61.658,1.0276333333333334
1331,2021-04-15 11:58:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,84.83,1.4138333333333333
1348,2021-04-15 19:01:00-03:00,Depeche Mode,Enjoy the Silence,2021,4,255.133,4.2522166666666665
1349,2021-04-15 19:29:00-03:00,The Cure,Lullaby - Remastered,2021,4,146.116,2.4352666666666667
1364,2021-04-16 09:23:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,296.146,4.935766666666667
1365,2021-04-16 09:26:00-03:00,Depeche Mode,Personal Jesus - Single Version,2021,4,141.693,2.3615500000000003
1368,2021-04-16 09:33:00-03:00,The Cure,Lullaby - Remastered,2021,4,169.8,2.83
1371,2021-04-16 09:38:00-03:00,Khruangbin,August 10,2021,4,265.41,4.423500000000001
1375,2021-04-16 09:44:00-03:00,Crystal Castles,Untrust Us,2021,4,186.373,3.1062166666666666
1377,2021-04-16 09:48:00-03:00,Crystal Castles,Crimewave,2021,4,239.69,3.9948333333333332
1378,2021-04-16 09:51:00-03:00,Crystal Castles,Vanished,2021,4,164.0,2.7333333333333334
1381,2021-04-16 09:57:00-03:00,Tame Impala,The Less I Know The Better,2021,4,216.32,3.6053333333333333
1390,2021-04-16 11:12:00-03:00,Jimi Hendrix,Jungle,2021,4,205.26,3.421
1399,2021-04-16 11:15:00-03:00,Pink Floyd,Young Lust,2021,4,157.0,2.6166666666666667
1400,2021-04-16 11:18:00-03:00,Canned Heat,Going Up The Country,2021,4,172.866,2.8811000000000004
1405,2021-04-16 11:26:00-03:00,Canned Heat,Going Up The Country,2021,4,172.866,2.8811000000000004
1406,2021-04-16 11:34:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,4,300.209,5.0034833333333335
1407,2021-04-16 11:40:00-03:00,Tears For Fears,Shout,2021,4,374.124,6.2354
1410,2021-04-16 15:25:00-03:00,Sly & The Family Stone,If You Want Me to Stay,2021,4,64.07,1.0678333333333332
1413,2021-04-16 15:29:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,260.0,4.333333333333333
1431,2021-04-16 15:50:00-03:00,Talking Heads,The Good Thing - 2005 Remaster,2021,4,112.58,1.8763333333333334
1444,2021-04-16 16:00:00-03:00,Depeche Mode,Precious,2021,4,250.16,4.169333333333333
1445,2021-04-16 16:04:00-03:00,The Cure,Lullaby - Remastered,2021,4,248.186,4.136433333333334
1446,2021-04-16 16:11:00-03:00,Whitesnake,Is This Love - 2017 Remaster,2021,4,284.6,4.743333333333334
1449,2021-04-16 17:55:00-03:00,Canned Heat,Going Up The Country,2021,4,172.866,2.8811000000000004
1450,2021-04-16 18:33:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,4,267.641,4.460683333333334
1453,2021-04-16 20:30:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,296.146,4.935766666666667
1470,2021-04-17 10:38:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1485,2021-04-17 18:16:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,261.413,4.356883333333333
1486,2021-04-17 18:20:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1487,2021-04-17 18:25:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,4,302.52,5.042
1489,2021-04-17 19:01:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,219.24,3.6540000000000004
1490,2021-04-17 19:39:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,292.41,4.873500000000001
1491,2021-04-18 14:59:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,294.258,4.9043
1498,2021-04-18 15:24:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,261.413,4.356883333333333
1499,2021-04-18 15:30:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1500,2021-04-18 15:36:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,4,302.52,5.042
1525,2021-04-18 15:48:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,4,270.43,4.5071666666666665
1531,2021-04-18 15:49:00-03:00,Talking Heads,Once in a Lifetime - 2005 Remaster,2021,4,61.89,1.0315
1532,2021-04-18 15:54:00-03:00,Lettuce,Everybody Wants to Rule the World,2021,4,291.981,4.86635
1533,2021-04-18 16:40:00-03:00,Ripe,Goon Squad,2021,4,176.848,2.9474666666666667
1543,2021-04-18 16:46:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,4,299.066,4.984433333333333
1544,2021-04-18 16:48:00-03:00,Steely Dan,Dirty Work,2021,4,133.103,2.2183833333333336
1556,2021-04-18 16:50:00-03:00,The Zombies,Time Of The Season,2021,4,36.79,0.6131666666666666
1557,2021-04-18 16:54:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,261.413,4.356883333333333
1558,2021-04-18 16:58:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1561,2021-04-18 17:05:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,4,302.52,5.042
1567,2021-04-18 17:14:00-03:00,Soulive,Ne-Ne,2021,4,486.386,8.106433333333333
1568,2021-04-18 17:17:00-03:00,The Meters,Ease Back,2021,4,194.226,3.2371
1573,2021-04-18 17:26:00-03:00,Red Hot Chili Peppers,Hollywood (Africa) - Remastered,2021,4,286.89,4.781499999999999
1574,2021-04-18 18:00:00-03:00,The Meters,Africa,2021,4,91.56,1.526
1576,2021-04-18 18:26:00-03:00,The Meters,Here Comes the Meter Man,2021,4,175.2,2.92
1581,2021-04-18 19:07:00-03:00,The Greyboy Allstars,Soul Dream,2021,4,163.686,2.7281
1582,2021-04-18 19:44:00-03:00,Swim Mountain,Wait for Me,2021,4,186.983,3.1163833333333333
1583,2021-04-18 19:48:00-03:00,Swim Mountain,Yesterday,2021,4,210.625,3.5104166666666665
1584,2021-04-18 19:55:00-03:00,Soulive,Alkime,2021,4,421.853,7.030883333333334
1585,2021-04-18 20:01:00-03:00,Average White Band,School Boy Crush,2021,4,299.533,4.992216666666667
1586,2021-04-18 20:06:00-03:00,The Meters,Love Slip Upon Ya,2021,4,272.114,4.535233333333333
1589,2021-04-19 09:14:00-03:00,John Frusciante,Song To Sing When I'm Lonely,2021,4,150.55,2.5091666666666668
1592,2021-04-19 09:16:00-03:00,John Frusciante,My Smile Is A Rifle,2021,4,102.76,1.7126666666666668
1613,2021-04-19 10:59:00-03:00,Soda Stereo,Pic Nic En El 4° B - Remasterizado 2007,2021,4,218.573,3.6428833333333333
1615,2021-04-19 11:51:00-03:00,Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,2021,4,60.5,1.0083333333333333
1624,2021-04-19 12:13:00-03:00,Soda Stereo,Te Hacen Falta Vitaminas - Remasterizado 2007,2021,4,158.293,2.6382166666666667
1643,2021-04-19 15:42:00-03:00,Gativideo,Jazz Jackrabbit,2021,4,35.87,0.5978333333333333
1644,2021-04-19 15:43:00-03:00,James Brown,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",2021,4,43.23,0.7204999999999999
1649,2021-04-19 15:45:00-03:00,Gativideo,Flash,2021,4,74.36,1.2393333333333334
1650,2021-04-19 15:47:00-03:00,Gativideo,Bruce Willis,2021,4,97.05,1.6175
1652,2021-04-19 15:53:00-03:00,Parliament,Give Up The Funk (Tear The Roof Off The Sucker),2021,4,82.1,1.3683333333333332
1653,2021-04-19 15:58:00-03:00,Depeche Mode,Enjoy the Silence,2021,4,255.133,4.2522166666666665
1654,2021-04-19 16:02:00-03:00,Depeche Mode,Precious,2021,4,250.16,4.169333333333333
1655,2021-04-19 16:06:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,261.413,4.356883333333333
1656,2021-04-19 16:10:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1668,2021-04-19 18:12:00-03:00,Los Pericos,Sin Cadenas,2021,4,271.68,4.5280000000000005
1673,2021-04-19 18:19:00-03:00,Los Pericos,Runaway,2021,4,205.333,3.4222166666666665
1680,2021-04-19 18:23:00-03:00,Eric Clapton,Cocaine,2021,4,221.64,3.694
1683,2021-04-19 18:28:00-03:00,Eric Clapton,I Shot The Sheriff,2021,4,263.746,4.395766666666666
1688,2021-04-19 21:00:00-03:00,Eric Clapton,After Midnight,2021,4,74.29,1.2381666666666669
1689,2021-04-19 21:04:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,4,239.74,3.9956666666666667
1690,2021-04-19 21:08:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1691,2021-04-19 21:13:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,4,302.52,5.042
1692,2021-04-19 21:20:00-03:00,Average White Band,School Boy Crush,2021,4,299.533,4.992216666666667
1693,2021-04-19 21:27:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,4,269.263,4.487716666666667
1694,2021-04-19 21:31:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,4,251.36,4.189333333333334
1697,2021-04-19 21:41:00-03:00,Phil Collins,In The Air Tonight - 2015 Remastered,2021,4,49.44,0.824
1698,2021-04-19 21:42:00-03:00,Illya Kuryaki & The Valderramas,Jugo,2021,4,95.43,1.5905
1699,2021-04-19 21:55:00-03:00,Eric Clapton,I Shot The Sheriff,2021,4,263.746,4.395766666666666
1706,2021-04-19 22:00:00-03:00,Depeche Mode,Enjoy the Silence,2021,4,249.89,4.164833333333333
1707,2021-04-19 22:26:00-03:00,Depeche Mode,Precious,2021,4,250.16,4.169333333333333
1708,2021-04-19 22:58:00-03:00,The Cure,Lullaby - Remastered,2021,4,248.186,4.136433333333334
1709,2021-04-19 23:03:00-03:00,Whitesnake,Is This Love - 2017 Remaster,2021,4,284.6,4.743333333333334
1710,2021-04-19 23:07:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,4,257.315,4.288583333333333
1711,2021-04-19 23:12:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,296.146,4.935766666666667
1719,2021-04-19 23:48:00-03:00,Roxy Music,Love Is The Drug,2021,4,251.333,4.188883333333333
1722,2021-04-20 00:03:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,4,288.093,4.801550000000001
1723,2021-04-20 00:05:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,4,157.915,2.6319166666666667
1744,2021-04-21 15:13:00-03:00,Soulive,Joyful Girl,2021,4,317.98,5.299666666666667
1747,2021-04-21 15:22:00-03:00,Lettuce,Everybody Wants to Rule the World,2021,4,577.131,9.61885
1754,2021-04-21 15:32:00-03:00,Roxy Music,Love Is The Drug,2021,4,214.226,3.5704333333333333
1756,2021-04-21 15:38:00-03:00,Average White Band,School Boy Crush,2021,4,55.63,0.9271666666666667
1758,2021-04-21 16:15:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,4,268.14,4.468999999999999
